,sentence,tags,encoded_tags
485,"['y', 'que', 'esto', 'dijo', 'el', 'dicho', 'Fray', 'Domingo', ',', 'deciéndolo', 'por', 'el', 'maestro', 'Fray', 'Bartolomé', 'de', 'Miranda']","['O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'PER', 'PER']","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
486,"['y', 'que', 'agora', 'se', 'acuerda', 'que', 'viniendo', 'desde', 'Pedrosa', 'a', 'esta', 'villa', 'Pedro', 'de', 'Cazalla', 'y', 'este', 'confesante', ',', 'la', 'víspera', 'de', 'los', 'Reyes', ',', 'que', 'agora', 'pasó', ',', 'el', 'dicho', 'Pedro', 'de', 'Cazalla', 'dijo', 'a', 'este', 'confesante', ',', 'que', 'al', 'principio', 'que', 'Don', 'Carlos', 'le', 'había', 'hablado', 'sobre', 'estas', 'materias', ',', 'había', 'él', 'venido', 'aquí', ',', 'a', 'Valladolid', ',', 'con', 'determinación', 'de', 'denunciar', 'en', 'este', 'Santo', 'Oficio', 'del', 'dicho', 'Don', 'Carlos']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PLACE', 'O', 'O', 'O', 'PER', 'PER', 'PER', 'O', 'REF_PER', 'REF_PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'PER', 'O', 'O', 'REF_PER', 'REF_PER', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'O', 'O', 'PER', 'PER']","[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 1, 1, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 4, 4, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 1, 1]"
487,"['y', 'que', 'antes', 'que', 'lo', 'hiciese', 'lo', 'había', 'comunicado', 'con', 'el', 'maestro', 'Miranda']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
488,"['y', 'que', 'también', 'le', 'dijo', 'que', 'el', 'dicho', 'maestro', 'Miranda', ',', 'por', 'carta', 'que', 'él', 'escribió', ',', 'y', 'venido', 'el', 'dicho', 'Don', 'Carlos', ',', 'le', 'había', 'sobre', 'ello', 'primero', 'hablado', 'aparte', 'al', 'dicho', 'Don', 'Carlos']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
489,"['y', 'que', 'después', 'los', 'habló', 'a', 'entre', 'ambos', ',', 'los', 'dichos', 'Don', 'Carlos', 'y', 'Pedro', 'de', 'Cazalla', ',', 'y', 'que', 'le', 'dijo', 'otras', 'cosas', 'que', 'no', 'se', 'acuerda', ',', 'mas', 'de', 'que', 'le', 'dijo:', 'esto', 'quede', 'aquí', 'sepultado', 'y', 'no', 'habléis', 'mas', 'en', 'ello', ',', 'y', 'que', 'así', 'el', 'dicho', 'Pedro', 'de', 'Cazalla', 'había', 'quedado', 'asegurado', ',', 'y', 'que', 'entendió', 'del', 'dicho', 'maestro', 'Miranda', 'que', 'no', 'le', 'había', 'parecido', 'mal', 'aquello']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'O', 'PER', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
490,"['Ítem', 'dijo:', 'que', 'también', 'le', 'dijo', ',', 'el', 'dicho', 'Pedro', 'de', 'Cazalla', ',', 'haberle', 'dicho', ',', 'el', 'dicho', 'Don', 'Carlos', ',', 'que', 'el', 'maestro', 'Miranda', 'le', 'había', 'pedido', 'por', 'escrito', 'por', 'qué', 'razones', 'fundaba', 'el', 'dicho', 'Don', 'Carlos', 'aquellas', 'opiniones', ',', 'y', 'que', 'él', 'se', 'las', 'había', 'dado', 'por', 'escrito', ',', 'y', 'el', 'dicho', 'Maestro', 'Miranda', 'los', 'había', 'guardado']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'O', 'O', 'O', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
491,"['y', 'que', 'después', 'oyó', 'decir', 'o', 'referir', 'esto', 'mismo', ',', 'que', 'toca', 'al', 'dicho', 'maestro', 'Miranda', ',', 'en', 'Pedrosa', ',', 'que', 'lo', 'contaba', 'el', 'dicho', 'Pedro', 'de', 'Cazalla', ',', 'delante', 'de', 'Doña', 'Juana', 'y', 'de', 'Fray', 'Domingo']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'O', 'O', 'PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'PER', 'O', 'O', 'O', 'PER', 'PER', 'O', 'O', 'PER', 'PER']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1]"
492,"['Al', 'segundo', 'capítulo', 'dijo:', 'que', 'es', 'verdad', 'que', 'este', 'confesante', 'envió', 'desde', 'Pedrosa', ',', 'ocho', 'días', 'antes', 'que', 'prendiesen', 'al', 'dicho', 'Pedro', 'de', 'Cazalla', ',', 'en', 'un', 'lío', 'unos', 'libros', ',', 'que', 'no', 'se', 'acuerda', 'qué', 'libros', 'eran']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'REF_PER', 'REF_PER', 'O', 'O', 'PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
493,"['y', 'que', 'los', 'envió', 'por', 'orden', 'del', 'dicho', 'Pedro', 'de', 'Cazalla', ',', 'de', 'la', 'manera', 'que', 'el', 'lo', 'dejó', 'acordado', 'y', 'adrezado']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
494,"['y', 'que', 'los', 'envió', 'con', 'un', 'labrador', 'que', 'se', 'dice', 'Daniel', ',', 'y', 'que', 'pesarían', 'hasta', 'una', 'arroba']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
495,"['y', 'que', 'aunque', 'no', 'se', 'sabe', 'qué', 'libros', 'eran', 'se', 'acuerda', 'haber', 'oído', 'decir', 'a', 'Pedro', 'de', 'Cazalla', 'que', 'Don', 'Carlos', 'le', 'había', 'dado', 'ciertos', 'libros']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'PER', 'O', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
496,"['En', 'Valladolid', ',', 'a', '23', 'de', 'noviembre', 'del', 'dicho', 'año', ',', 'se', 'ratificó', 'en', 'forma', ',', 'el', 'dicho', 'Juan', 'de', 'Vivero', ',', 'como', 'parece', 'por', 'su', 'proceso']","['O', 'PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
497,"['En', 'Valladolid', ',', '23', 'de', 'abril', '1558', ',', 'ante', 'Fray', 'Juan', 'Juárez', ',', 'Doña', 'Isabel', 'de', 'Benavides', ',', 'monja', 'de', 'Santa', 'Catalina', ',', 'entre', 'otras', 'cosas', 'declaró', 'lo', 'que', 'se', 'sigue', 'después']","['O', 'PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'PER', 'O', 'PER', 'PER', 'PER', 'PER', 'O', 'O', 'O', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
498,"['En', 'Valladolid', ',', 'a', 'tres', 'días', 'del', 'mes', 'de', 'mayo', 'de', 'mil', 'y', 'quinientos', 'y', 'cincuenta', 'y', 'ocho', 'años', ',', 'estando', 'el', 'Señor', 'Licenciado', 'Guigelmo', ',', 'Inquisidor', ',', 'en', 'el', 'monasterio', 'de', 'Sancta', 'Catalina', 'de', 'Siena', 'de', 'esta', 'villa', ',', 'apareció', 'presente', 'Doña', 'Isabel', 'de', 'Benavides', ',', 'y', 'siéndole', 'leído', 'un', 'dicho', 'que', 'había', 'dicho', 'ante', 'Fray', 'Jhoan', 'Manuel', ',', 'dijo:', 'que', 'es', 'verdad', 'lo', 'en', 'él', 'contenido', ',', 'y', 'lo', 'juró', 'en', 'forma', ',', 'y', 'dijo', 'ser', 'de', 'edad', 'de', 'más', 'de', 'cincuenta', 'y', 'cuatro', 'años']","['O', 'PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'O', 'O', 'O', 'O', 'PLACE', 'PLACE', 'PLACE', 'PLACE', 'PLACE', 'PLACE', 'PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
499,"['y', 'entre', 'otras', 'cosas', 'que', 'dijo', ',', 'dijo', 'lo', 'siguiente']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
500,"['En', 'Valladolid', ',', 'a', 'cuatro', 'de', 'septiembre', 'del', 'dicho', 'año', ',', 'se', 'ratificó', 'en', 'forma', 'la', 'dicha', 'Doña', 'Isabel', 'de', 'Benavides', ',', 'como', 'aparece', 'en', 'el', 'cuaderno', 'que', 'hicieron', 'las', 'monjas', 'de', 'Santa', 'Catalina']","['O', 'PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'ORG']","[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3]"
501,"['En', 'Valladolid', ',', 'a', 'cuatro', 'días', 'del', 'mes', 'de', 'mayo', 'de', 'mil', 'y', 'quinientos', 'y', 'cincuenta', 'y', 'ocho', 'años', ',', 'estando', 'los', 'Señores', 'Francisco', 'Vaca', 'y', 'Guigelmo', ',', 'Inquisidores', ',', 'en', 'su', 'audiencia', 'de', 'la', 'mañana', ',', 'apareció', ',', 'sin', 'ser', 'llamada', ',', 'Juana', 'Velázquez', ',', 'natural', 'de', 'Pedrosa', ',', 'de', 'edad', 'de', 'veinte', 'y', 'cinco', 'años', ',', 'la', 'cual', 'juró', ',', 'en', 'forma', 'debida', 'de', 'derecho', ',', 'de', 'decir', 'verdad', 'y', 'entre', 'otras', 'cosas', 'dijo', 'lo', 'siguiente']","['O', 'PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'O', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'O', 'O', 'O', 'PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
502,"['Y', 'que', 'diciéndole', 'esta', 'testigo', ',', 'algunas', 'veces', ',', 'al', 'dicho', 'Pedro', 'de', 'Cazalla', ',', 'cuan', 'poco', 'lugar', 'tenía', 'para', 'confesar', 'y', 'comulgar', ',', 'las', 'veces', 'que', 'nuestro', 'Señor', 'la', 'ponía', 'voluntad', 'de', 'hacer', ',', 'la', 'consolaba', 'y', 'decía', 'que', 'mas', 'merecía', 'en', 'obedecer', 'a', 'sus', 'padres', 'y', 'estar', 'en', 'su', 'servicio', 'y', 'no', 'comulgar', 'tan', 'a', 'menudo', ',', 'porque', 'en', 'todas', 'partes', 'podía', 'recibir', 'a', 'Dios', 'y', 'ofrecerse', 'a', 'él', 'en', 'sacrificio', ',', 'que', 'lo', 'más', 'perfecto', 'era', 'recibirlo', 'interiormente']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
503,"['y', 'así', 'la', 'dijo', 'este', 'capellán', 'de', 'la', 'Marquesa', ',', 'que', 'dicho', 'tiene', ',', 'que', 'era', 'obligada', 'a', 'decirlo', ',', 'y', 'por', 'eso', 'lo', 'dice']","['O', 'O', 'O', 'O', 'O', 'REF_PER', 'REF_PER', 'REF_PER', 'REF_PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
504,"['Preguntada', 'si', 'cuando', 'dice', 'que', 'el', 'dicho', 'Pedro', 'de', 'Cazalla', 'le', 'dijo', 'que', 'procurase', 'más', 'de', 'agradar', 'a', 'su', 'padre', 'que', 'no', 'frecuentar', 'el', 'sacramento', 'de', 'la', 'eucaristía', ',', 'y', 'si', 'por', 'esto', 'lo', 'dejó', 'de', 'hacer', 'algunas', 'veces', ',', 'dijo:', 'que', 'no', 'lo', 'ha', 'dejado', 'de', 'hacer', 'por', 'esto']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
505,"['y', 'en', 'lo', 'de', 'la', 'confesión', 'la', 'dijo', 'el', 'dicho', 'Pedro', 'de', 'Cazalla', 'que', 'cuando', 'no', 'tuviese', 'lugar', 'no', 'se', 'le', 'diese', 'nada', 'por', 'se', 'confesar', ',', 'que', 'lo', 'más', 'cierto', 'era', 'confesarse', 'interiormente', 'a', 'Dios']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
506,"['En', 'Valladolid', ',', 'a', '22', 'de', 'agosto', 'del', 'dicho', 'año', ',', 'se', 'ratificó', 'en', 'forma', 'la', 'dicha', 'Juana', 'Velázquez', ',', 'como', 'parece', 'por', 'su', 'proceso']","['O', 'PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
507,"['En', 'Valladolid', ',', 'a', 'veinte', 'y', 'tres', 'días', 'del', 'mes', 'de', 'abril', 'de', 'mil', 'y', 'quinientos', 'y', 'cincuenta', 'y', 'ocho', 'años', ',', 'ante', 'el', 'Señor', 'Licenciado', 'Guigelmo', ',', 'Inquisidor', ',', 'estando', 'en', 'la', 'huerta', 'de', 'la', 'Señora', 'Marquesa', 'de', 'Alcañices', ',', 'estando', 'allí', 'Sabino', 'Esteti', ',', 'clérigo', ',', 'presentó', 'ante', 'el', 'dicho', 'Señor', 'Inquisidor', 'un', 'su', 'dicho', 'y', 'declaración', ',', 'y', 'fue', 'recibido', 'de', 'él', 'juramento', ',', 'en', 'forma', 'debida', 'de', 'derecho', ',', 'y', 'dijo', 'ser', 'verdad', 'lo', 'contenido', 'en', 'el', 'dicho', 'su', 'dicho']","['O', 'PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'REF_PER', 'REF_PER', 'REF_PER', 'O', 'O', 'O', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
508,"['y', ',', 'entre', 'otras', 'cosas', 'en', 'él', 'contenidas', ',', 'declaró', 'lo', 'siguiente']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
509,"['Y', 'en', 'la', 'ratificación', 'declaró', 'su', 'edad', 'ante', 'el', 'Señor', 'Diego', 'González', ',', 'Inquisidor', ',', 'y', 'dijo', ',', 'debajo', 'de', 'juramento', ',', 'ser', 'de', 'edad', 'de', 'treinta', 'y', 'ocho', 'años']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
510,"['Habrá', 'dos', 'o', 'tres', 'años', ',', 'poco', 'más', 'o', 'menos', ',', 'que', 'en', 'la', 'ciudad', 'de', 'Toro', 'me', 'dijo', 'Don', 'Diego', 'de', 'Rojas', 'y', 'el', 'Marqués', 'de', 'Alcañices', ',', 'a', 'mi', 'parecer', ',', 'que', 'un', 'hombre', 'había', 'dicho', 'ciertas', 'cosas', 'del', 'Lutero', 'y', 'estaban', 'escandalizados', 'del']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PLACE', 'O', 'O', 'PER', 'PER', 'PER', 'PER', 'O', 'O', 'REF_PER', 'REF_PER', 'REF_PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 0, 0, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
511,"['y', 'yo', 'les', 'pregunté', 'si', 'era', 'el', 'dicho', 'Don', 'Carlos', ',', 'al', 'cual', 'no', 'conozco', 'hasta', 'el', 'día', 'de', 'hoy', ',', 'ni', 'le', 'he', 'hablado', ',', 'y', 'me', 'dijeron', 'que', 'si']","['O', 'REF_PER', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 4, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
512,"['y', 'yo', 'les', 'conté', ',', 'pienso', 'que', 'a', 'ambos', 'lo', 'de', 'la', 'carta', ',', 'y', 'me', 'pareció', 'de', 'corregirles', 'con', 'claridad']","['O', 'REF_PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
