,sentence,tags,encoded_tags
268,"['Y', 'la', 'otra', ',', 'que', ',', 'con', 'ser', 'Dios', ',', 'es', 'también', 'verdadero', 'hombre', 'por', 'haber', 'tomado', 'carne', 'humana', 'de', 'María', 'virgen', ',', 'verdadera', 'mujer', 'del', 'linaje', 'de', 'Abraham', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 0, 0, 5, 0]"
269,"['Maestro', '.']","['O', 'O']","[0, 0]"
270,"['—', '¿', 'Por', 'qué', ',', 'veamos', ',', 'fue', 'tal', 'su', 'concepción', '?', 'Niño', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
271,"['—', 'Todos', 'los', 'hombres', 'estaban', 'sucios', 'y', 'adeudados', 'por', 'causa', 'del', 'pecado', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'GOD', 'GOD', 'GOD', 'GOD', 'GOD', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
272,"['Fue', 'necesario', 'que', 'el', 'que', 'los', 'venía', 'a', 'limpiar', 'y', 'a', 'pagar', 'por', 'ellos', 'careciese', 'totalmente', 'de', 'inmundicia', 'y', 'deuda', 'de', 'pecado', ',', 'siendo', 'preservado', 'de', 'él', ',', 'concebido', 'por', 'nueva', 'y', 'admirable', 'manera', ',', 'para', 'que', 'así', 'satisficiese', 'y', 'pagase', 'por', 'todos', 'perfectamente', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0]"
273,"['El', 'fruto', 'que', 'debemos', 'sacar', 'de', 'este', 'artículo', 'es', 'tomar', 'a', 'Jesucristo', 'en', 'todas', 'nuestras', 'obras', 'por', 'dechado', 'de', 'justicia', ',', 'santidad', 'y', 'limpieza', ';', 'y', 'procurar', 'de', 'mortificar', 'nuestra', 'carne', ';', 'y', 'vivir', 'vida', 'de', 'hombres', 'nuevos', ',', 'aborrecedores', 'del', 'pecado', ',', 'y', 'amigos', 'de', 'la', 'bondad', 'y', 'justicia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'O', 'O', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CHRI', 'CHRI', 'CHRI', 'O', 'O', 'O', 'GOD', 'GOD', 'GOD', 'GOD', 'O', 'GOD', 'GOD', 'GOD', 'O', 'O', 'GOD', 'GOD', 'GOD', 'GOD', 'GOD', 'GOD', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
274,"['Maestro', '.']","['O', 'O']","[0, 0]"
275,"['—', 'Di', 'el', 'cuarto', 'artículo', 'y', ',', 'después', ',', 'su', 'declaración', '.']","['O', 'O', 'O', 'GOD', 'GOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
276,"['Niño', '.']","['O', 'O']","[0, 0]"
277,"['—', 'El', 'cuarto', 'artículo', 'es', ':', 'Padeció', 'debajo', 'de', 'Poncio', 'Pilato', ',', 'fue', 'crucificado', ',', 'muerto', 'y', 'sepultado', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'O', 'GOD', 'GOD', 'O', 'GOD', 'GOD', 'GOD', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 1, 1, 0, 1, 1, 1, 0]"
278,"['Aquí', 'confesamos', 'el', 'cómo', 'se', 'efectuó', 'la', 'obra', 'de', 'nuestra', 'redención', 'y', 'fuimos', 'librados', 'del', 'poder', 'de', 'nuestros', 'enemigos', ',', 'y', 'Dios', 'quedó', 'satisfecho', 'por', 'su', 'hijo', 'y', 'aplacado', 'con', 'nosotros', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'O', 'GOD', 'GOD', 'GOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
279,"['Maestro', '.']","['O', 'O']","[0, 0]"
280,"['—', '¿', 'Qué', 'fruto', 'hemos', 'de', 'sacar', 'de', 'este', 'artículo', '?', 'Niño', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
281,"['—', 'Conocimiento', 'y', 'odio', 'de', 'nuestro', 'pecado', ',', 'pues', 'fue', 'tan', 'grande', 'y', 'tan', 'feo', 'que', 'no', 'pudimos', 'ser', 'librados', 'de', 'él', ',', 'sino', 'con', 'la', 'muerte', 'tan', 'abatida', 'de', 'él', 'que', 'era', 'la', 'inocencia', 'y', 'justicia', 'de', 'Dios', ',', 'en', 'todas', 'cosas', 'obediente', 'y', 'sujeto', 'a', 'él', '.']","['O', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GOD', 'GOD', 'GOD', 'GOD', 'GOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
282,"['También', 'sacaremos', 'alegría', 'y', 'gozo', 'de', 'conocer', 'cuán', 'firme', 'y', 'cierto', 'es', 'nuestro', 'remedio', ',', 'porque', ',', 'como', 'Jesucristo', 'fue', 'verdaderamente', 'crucificado', ',', 'muerto', 'y', 'sepultado', ',', 'así', ',', 'también', ',', 'nuestros', 'pecados', 'fueron', 'verdaderamente', 'crucificados', ',', 'muertos', 'y', 'sepultados', 'con', 'él', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0]"
283,"['De', 'suerte', 'que', 'no', 'nos', 'pueden', 'ya', 'condenar', 'ni', 'matar', ',', 'pues', 'están', 'muertos', 'si', 'nosotros', 'no', 'les', 'damos', 'vida', 'con', 'consentir', 'en', 'lo', 'que', 'ellos', 'quieren', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
284,"['Ítem', ',', 'que', 'pues', 'ellos', 'están', 'muertos', 'y', 'nosotros', 'ya', 'libres', 'de', 'ellos', ',', 'que', 'nos', 'empleemos', 'continuamente', 'en', 'el', 'conocimiento', ',', 'amor', 'y', 'obediencia', 'del', 'que', 'tan', 'a', 'su', 'costa', 'nos', 'libró', 'a', 'nosotros', 'y', 'los', 'mató', 'a', 'ellos', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CHRI', 'O', 'CHRI', 'CHRI', 'CHRI', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
285,"['Maestro', '.']","['O', 'O']","[0, 0]"
286,"['—', '¿', 'Cuál', 'es', 'el', 'quinto', 'artículo', '?', 'Niño', '.']","['O', 'O', 'O', 'O', 'O', 'GOD', 'GOD', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
287,"['—', 'El', 'quinto', 'artículo', 'es', ':', 'Descendió', 'a', 'los', 'infiernos', ';', 'y', ',', 'al', 'tercer', 'día', ',', 'resucitó', 'de', 'entre', 'los', 'muertos', '.']","['O', 'O', 'GOD', 'GOD', 'O', 'O', 'GOD', 'GOD', 'GOD', 'GOD', 'O', 'O', 'O', 'GOD', 'GOD', 'GOD', 'O', 'GOD', 'GOD', 'GOD', 'GOD', 'GOD', 'O']","[0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]"
288,"['Maestro', '.']","['O', 'O']","[0, 0]"
289,"['—', '¿', 'Qué', 'quiere', 'decir', 'eso', '?', 'Niño', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
290,"['—', 'Que', ',', 'después', 'que', 'Jesucristo', 'expiró', 'en', 'la', 'cruz', ',', 'su', 'ánima', ',', 'junta', 'con', 'la', 'divinidad', ',', 'descendió', 'adonde', 'estaban', 'depositadas', 'las', 'ánimas', 'de', 'los', 'que', 'habían', 'vivido', 'y', 'muerto', 'en', 'la', 'esperanza', 'de', 'su', 'salud', ';', 'y', 'las', 'sacó', 'de', 'allá', 'y', ',', 'al', 'tercer', 'día', ',', 'tornó', 'a', 'tomar', 'su', 'cuerpo', 'de', 'la', 'sepultura', 'donde', 'estaba', 'y', 'resucitó', 'glorioso', ',', 'vencidos', 'sus', 'enemigos', ',', 'y', 'para', 'nunca', 'más', 'morir', '.']","['O', 'O', 'O', 'O', 'O', 'PER', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'O']","[0, 0, 0, 0, 0, 5, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]"
291,"['El', 'fruto', 'que', 'hemos', 'de', 'sacar', 'de', 'este', 'artículo', 'es', ':', 'lo', 'primero', ',', 'gran', 'esfuerzo', 'para', 'servir', 'al', 'Señor', 'con', 'alegría', ',', 'pues', 'es', 'tan', 'verdadero', 'que', 'jamás', 'falta', 'de', 'cumplir', 'a', 'los', 'suyos', 'lo', 'que', 'les', 'promete', ';', 'lo', 'segundo', ',', 'paciencia', 'con', 'que', 'suframos', 'los', 'trabajos', 'que', 'se', 'nos', 'ofrecieren', 'por', 'hacer', 'su', 'voluntad', ',', 'y', 'que', 'estemos', 'firmes', 'en', 'la', 'fe', 'de', 'sus', 'promesas', ',', 'porque', ',', 'cuando', 'no', 'nos', 'cataremos', ',', 'nos', 'sacará', 'de', 'ellos', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CHRI', 'CHRI', 'CHRI', 'CHRI', 'CHRI', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CHRI', 'CHRI', 'CHRI', 'CHRI', 'CHRI', 'CHRI', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
292,"['Y', 'lo', 'último', ':', 'firme', 'esperanza', 'en', 'él', ',', 'porque', ',', 'pues', 'ningunos', 'males', 'lo', 'pudieron', 'vencer', 'a', 'él', ',', 'tampoco', 'nos', 'podrán', 'vencer', 'a', 'nosotros', ',', 'que', 'somos', 'sus', 'miembros', '.']","['O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
293,"['Porque', 'para', 'nosotros', 'venció', 'al', 'infierno', 'y', 'a', 'todos', 'los', 'enemigos', '.']","['O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0]"
294,"['Maestro', '.']","['O', 'O']","[0, 0]"
295,"['—', 'Di', 'el', 'sexto', 'artículo', '.']","['O', 'O', 'O', 'GOD', 'GOD', 'O']","[0, 0, 0, 1, 1, 0]"
296,"['Niño', '.']","['O', 'O']","[0, 0]"
297,"['—', 'El', 'sexto', 'artículo', 'es', ':', 'que', 'Jesucristo', 'subió', 'a', 'los', 'cielos', 'y', 'está', 'sentado', 'a', 'la', 'diestra', 'del', 'Padre', 'todopoderoso', '.']","['O', 'O', 'GOD', 'GOD', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'O']","[0, 0, 1, 1, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0]"
298,"['Maestro', '.']","['O', 'O']","[0, 0]"
299,"['—', 'Declara', 'lo', 'que', 'quiere', 'decir', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]"
300,"['Niño', '.']","['O', 'O']","[0, 0]"
301,"['—', 'Quiere', 'decir', 'que', ',', 'después', 'que', 'Jesucristo', 'hubo', 'cumplido', 'con', 'el', 'mandamiento', 'de', 'su', 'Padre', 'en', 'haber', 'redimido', 'a', 'los', 'hombres', 'por', 'su', 'muerte', 'y', 'resucitado', 'de', 'los', 'muertos', 'y', ',', 'después', 'que', 'por', 'espacio', 'de', 'cuarenta', 'días', 'hubo', 'consolado', 'y', 'confirmado', 'a', 'los', 'suyos', 'en', 'la', 'verdad', 'de', 'su', 'resurrección', ',', 'subió', 'al', 'cielo', 'con', 'glorioso', 'triunfo', ',', 'donde', 'está', 'sentado', 'a', 'la', 'diestra', 'del', 'Padre', ',', 'reinando', 'con', 'él', 'perpetuamente', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'JUS', 'O', 'JUS', 'JUS', 'JUS', 'O', 'JUS', 'JUS', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 2, 0, 2, 2, 0, 0, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
302,"['El', 'fruto', 'que', 'debemos', 'sacar', 'de', 'este', 'artículo', 'es', 'que', 'nos', 'gocemos', 'y', 'alegremos', 'sobremanera', ',', 'creyendo', 'firmemente', 'que', 'pues', 'nuestra', 'cabeza', ',', 'que', 'es', 'Cristo', ',', 'subió', 'al', 'cielo', 'y', 'nos', 'desembarazó', 'la', 'entrada', ',', 'que', 'también', 'nosotros', 'subiremos', 'a', 'reinar', 'con', 'él', 'cuando', 'fuere', 'su', 'voluntad', 'que', 'partamos', 'de', 'esta', 'vida', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'O', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
303,"['Y', 'que', ',', 'pues', ',', 'ensalzó', 'Dios', 'tanto', 'a', 'su', 'hijo', 'por', 'haberse', 'humillado', 'tan', 'profundamente', 'que', 'trabajemos', 'siempre', 'de', 'vivir', 'en', 'humildad', 'a', 'su', 'imitación', ',', 'porque', ',', 'cuanto', 'más', 'nos', 'humillaremos', ',', 'tanto', 'más', 'seremos', 'ensalzados', '.']","['O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CHRI', 'CHRI', 'CHRI', 'CHRI', 'CHRI', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
304,"['Maestro', '.']","['O', 'O']","[0, 0]"
305,"['—', 'Recita', 'el', 'séptimo', 'artículo', '.']","['O', 'O', 'O', 'GOD', 'GOD', 'O']","[0, 0, 0, 1, 1, 0]"
306,"['Niño', '.']","['O', 'O']","[0, 0]"
307,"['—', 'El', 'séptimo', 'artículo', 'es', 'que', 'Jesucristo', 'en', 'el', 'postrimero', 'día', 'ha', 'de', 'venir', 'a', 'juzgar', 'a', 'los', 'vivos', 'y', 'a', 'los', 'muertos', '.']","['O', 'O', 'GOD', 'GOD', 'O', 'O', 'PER', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 1, 0, 0, 5, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
308,"['Maestro', '.']","['O', 'O']","[0, 0]"
309,"['—', '¿', 'Cuál', 'es', 'su', 'declaración', '?', 'Niño', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
310,"['—', 'Que', ',', 'como', 'Jesucristo', 'fue', 'dado', 'a', 'los', 'hombres', 'por', 'redentor', ',', 'así', 'también', 'fue', 'constituido', 'juez', 'de', 'todos', 'ellos', '.']","['O', 'O', 'O', 'O', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'JUS', 'O', 'O', 'O', 'O', 'O', 'GOD', 'GOD', 'GOD', 'GOD', 'O']","[0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
311,"['Y', 'que', ',', 'como', 'subió', 'al', 'cielo', 'en', 'forma', 'visible', ',', 'así', ',', 'también', ',', 'vendrá', 'al', 'fin', 'del', 'mundo', 'con', 'gran', 'poder', 'y', 'majestad', 'a', 'hacer', 'juicio', 'de', 'todos', ',', 'así', 'de', 'los', 'que', 'entonces', 'se', 'hallaren', 'vivos', 'como', 'de', 'los', 'que', 'hasta', 'entonces', 'hubieren', 'sido', 'muertos', ',', 'para', 'llevar', 'a', 'los', 'buenos', 'a', 'reinar', 'consigo', 'y', 'enviar', 'a', 'los', 'malos', 'a', 'eterna', 'perdición', 'en', 'compañía', 'del', 'diablo', 'y', 'de', 'sus', 'ángeles', '.']","['O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 2, 2, 2, 2, 0, 2, 2, 2, 0, 0, 0, 0, 0]"
312,"['El', 'fruto', 'que', 'sacaremos', 'de', 'este', 'artículo', 'es', 'que', 'tengamos', 'paciencia', 'en', 'las', 'penas', 'y', 'trabajos', 'que', 'sufriéremos', 'por', 'obedecer', 'a', 'Dios', ',', 'porque', 'aquel', 'día', 'tendrán', 'todas', 'fin', ';', 'y', 'que', 'deseemos', 'aquel', 'día', 'y', 'vivamos', 'esperándolo', ',', 'como', 'remate', 'de', 'peligros', 'y', 'trabajos', ',', 'y', 'principio', 'de', 'perpetuo', 'descanso', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CHRI', 'CHRI', 'CHRI', 'CHRI', 'CHRI', 'O', 'CHRI', 'CHRI', 'CHRI', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 0, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]"
313,"['Y', 'que', 'pues', 'las', 'obras', 'de', 'fe', 'para', 'con', 'Dios', 'y', 'las', 'de', 'caridad', 'para', 'con', 'los', 'prójimos', 'han', 'de', 'ser', 'los', 'testigos', 'de', 'nuestra', 'justicia', 'delante', 'tan', 'justo', 'juicio', ',', 'que', 'trabajemos', 'mientras', 'vivimos', 'de', 'emplearnos', 'en', 'ellas', 'y', 'huir', 'las', 'contrarias', 'para', 'que', 'podamos', 'ser', 'aprobados', 'del', 'juez', 'en', 'aquel', 'día', '.']","['O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
314,"['Maestro', '.']","['O', 'O']","[0, 0]"
